'ICD-9-CM CODE','CCS LVL 1','CCS LVL 1 LABEL','CCS LVL 2','CCS LVL 2 LABEL','CCS LVL 3','CCS LVL 3 LABEL'
'2951','5',"Operations on the nose; mouth; and pharynx",'5.7',"Other OR therapeutic procedures on nose; mouth and pharynx [33.]",'5.7.6',"Other procedures on nose; mouth and pharynx"
'2952','5',"Operations on the nose; mouth; and pharynx",'5.7',"Other OR therapeutic procedures on nose; mouth and pharynx [33.]",'5.7.6',"Other procedures on nose; mouth and pharynx"
'2953','5',"Operations on the nose; mouth; and pharynx",'5.7',"Other OR therapeutic procedures on nose; mouth and pharynx [33.]",'5.7.6',"Other procedures on nose; mouth and pharynx"
'2954','5',"Operations on the nose; mouth; and pharynx",'5.7',"Other OR therapeutic procedures on nose; mouth and pharynx [33.]",'5.7.6',"Other procedures on nose; mouth and pharynx"
'2959','5',"Operations on the nose; mouth; and pharynx",'5.7',"Other OR therapeutic procedures on nose; mouth and pharynx [33.]",'5.7.6',"Other procedures on nose; mouth and pharynx"
'2992','5',"Operations on the nose; mouth; and pharynx",'5.7',"Other OR therapeutic procedures on nose; mouth and pharynx [33.]",'5.7.6',"Other procedures on nose; mouth and pharynx"
'2999','5',"Operations on the nose; mouth; and pharynx",'5.7',"Other OR therapeutic procedures on nose; mouth and pharynx [33.]",'5.7.6',"Other procedures on nose; mouth and pharynx"
'311 ','6',"Operations on the respiratory system",'6.1',"Tracheostomy; temporary and permanent [34.]",' '," "
'3121','6',"Operations on the respiratory system",'6.1',"Tracheostomy; temporary and permanent [34.]",' '," "
'3129','6',"Operations on the respiratory system",'6.1',"Tracheostomy; temporary and permanent [34.]",' '," "
'3142','6',"Operations on the respiratory system",'6.2',"Tracheoscopy and laryngoscopy with biopsy [35.]",' '," "
'3143','6',"Operations on the respiratory system",'6.2',"Tracheoscopy and laryngoscopy with biopsy [35.]",' '," "
'3144','6',"Operations on the respiratory system",'6.2',"Tracheoscopy and laryngoscopy with biopsy [35.]",' '," "
'3220','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3221','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3222','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3223','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3224','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3225','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3226','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3227','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3229','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'323 ','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3230','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3239','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'324 ','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3241','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3249','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'325 ','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3250','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3259','6',"Operations on the respiratory system",'6.3',"Lobectomy or pneumonectomy [36.]",' '," "
'3322','6',"Operations on the respiratory system",'6.4',"Diagnostic bronchoscopy and biopsy of bronchus [37.]",'6.4.1',"Bronchoscopy without biopsy"
'3323','6',"Operations on the respiratory system",'6.4',"Diagnostic bronchoscopy and biopsy of bronchus [37.]",'6.4.1',"Bronchoscopy without biopsy"
'3372','6',"Operations on the respiratory system",'6.4',"Diagnostic bronchoscopy and biopsy of bronchus [37.]",'6.4.1',"Bronchoscopy without biopsy"
'3324','6',"Operations on the respiratory system",'6.4',"Diagnostic bronchoscopy and biopsy of bronchus [37.]",'6.4.2',"Endoscopic biopsy of bronchus"
'3326','6',"Operations on the respiratory system",'6.4',"Diagnostic bronchoscopy and biopsy of bronchus [37.]",'6.4.3',"Needle biopsy of lung"
'3327','6',"Operations on the respiratory system",'6.4',"Diagnostic bronchoscopy and biopsy of bronchus [37.]",'6.4.4',"Endoscopic biopsy of lung"
'3320','6',"Operations on the respiratory system",'6.5',"Other diagnostic procedures on lung and bronchus [38.]",' '," "
'3325','6',"Operations on the respiratory system",'6.5',"Other diagnostic procedures on lung and bronchus [38.]",' '," "
'3328','6',"Operations on the respiratory system",'6.5',"Other diagnostic procedures on lung and bronchus [38.]",' '," "
'3329','6',"Operations on the respiratory system",'6.5',"Other diagnostic procedures on lung and bronchus [38.]",' '," "
'3402','6',"Operations on the respiratory system",'6.5',"Other diagnostic procedures on lung and bronchus [38.]",' '," "
'3404','6',"Operations on the respiratory system",'6.6',"Incision of pleura; thoracentesis; chest drainage [39.]",'6.6.1',"Closed chest drainage"
'3406','6',"Operations on the respiratory system",'6.6',"Incision of pleura; thoracentesis; chest drainage [39.]",'6.6.1',"Closed chest drainage"
'3409','6',"Operations on the respiratory system",'6.6',"Incision of pleura; thoracentesis; chest drainage [39.]",'6.6.2',"Open chest drainage"
'3491','6',"Operations on the respiratory system",'6.6',"Incision of pleura; thoracentesis; chest drainage [39.]",'6.6.3',"Thoracentesis"
'3141','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3145','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3148','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3149','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3321','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3420','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3421','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3422','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3423','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3424','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3425','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3426','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3427','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3428','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'3429','6',"Operations on the respiratory system",'6.7',"Other diagnostic procedures of respiratory tract and mediastinum [40.]",' '," "
'310 ','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3193','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3194','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3195','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3201','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3228','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3331','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3332','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3333','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3371','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3373','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3378','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3379','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3391','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3471','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3472','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3492','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9655','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9656','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9723','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9737','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9741','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9742','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9743','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'9749','6',"Operations on the respiratory system",'6.8',"Other non-OR therapeutic procedures on respiratory system [41.]",' '," "
'3001','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3009','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'301 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3021','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3022','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3029','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'303 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'304 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'313 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'315 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3161','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3162','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3163','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3164','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3169','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3171','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3172','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3173','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3174','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3175','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3179','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3191','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3192','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3198','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3199','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'320 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3209','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'321 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'326 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'329 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'330 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'331 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3334','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3339','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3341','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3342','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3343','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3348','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3349','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3392','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3393','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3398','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3399','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3401','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3403','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3405','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'341 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'343 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'344 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3451','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3452','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3459','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'346 ','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3473','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3474','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3479','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3481','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3482','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3483','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3484','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3485','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3489','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3493','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3499','6',"Operations on the respiratory system",'6.9',"Other OR therapeutic procedures on respiratory system [42.]",' '," "
'3500','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3501','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3502','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3503','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3504','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3505','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3506','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3507','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3508','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3509','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3510','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3511','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3512','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3513','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3514','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3520','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3521','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3522','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3523','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3524','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3525','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3526','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3527','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3528','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3596','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3597','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3599','7',"Operations on the cardiovascular system",'7.1',"Heart valve procedures [43.]",' '," "
'3611','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.1',"Bypass of one coronary artery"
'3612','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.2',"Bypass of two coronary arteries"
'3613','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.3',"Bypass of three coronary arteries"
'3614','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.4',"Bypass of four coronary arteries"
'3610','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3615','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3616','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3617','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3619','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'362 ','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'363 ','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3631','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3632','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3633','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3634','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'3639','7',"Operations on the cardiovascular system",'7.2',"Coronary artery bypass graft (CABG) [44.]",'7.2.5',"Other bypass of coronary arteries"
'0066','7',"Operations on the cardiovascular system",'7.3',"Percutaneous transluminal coronary angioplasty (PTCA) [45.]",'7.3.1',"Single vessel PTCA"
'1755','7',"Operations on the cardiovascular system",'7.3',"Percutaneous transluminal coronary angioplasty (PTCA) [45.]",'7.3.1',"Single vessel PTCA"
'3601','7',"Operations on the cardiovascular system",'7.3',"Percutaneous transluminal coronary angioplasty (PTCA) [45.]",'7.3.1',"Single vessel PTCA"
'3602','7',"Operations on the cardiovascular system",'7.3',"Percutaneous transluminal coronary angioplasty (PTCA) [45.]",'7.3.1',"Single vessel PTCA"
'3605','7',"Operations on the cardiovascular system",'7.3',"Percutaneous transluminal coronary angioplasty (PTCA) [45.]",'7.3.2',"Multiple vessel PTCA"
'3604','7',"Operations on the cardiovascular system",'7.4',"Coronary thrombolysis [46.]",' '," "
'8852','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.1',"Coronary arteriography"
'8853','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.1',"Coronary arteriography"
'8854','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.1',"Coronary arteriography"
'8855','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.1',"Coronary arteriography"
'8856','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.1',"Coronary arteriography"
'8857','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.1',"Coronary arteriography"
'3721','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.2',"Cardiac catheterization"
'3722','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.2',"Cardiac catheterization"
'3723','7',"Operations on the cardiovascular system",'7.5',"Diagnostic cardiac catheterization; coronary arteriography [47.]",'7.5.2',"Cardiac catheterization"
'0050','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",' '," "
'0051','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",' '," "
'0052','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",' '," "
'0053','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",' '," "
'0054','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",' '," "
'0056','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'0057','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3770','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3771','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3772','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3773','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3774','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3775','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3776','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3777','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3778','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3779','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.1',"Insertion; revision; replacement; or removal of pacemaker leads"
'3780','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.2',"Insertion; revision; replacement; or removal of pacemaker device"
'3781','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.2',"Insertion; revision; replacement; or removal of pacemaker device"
'3782','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.2',"Insertion; revision; replacement; or removal of pacemaker device"
'3783','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.2',"Insertion; revision; replacement; or removal of pacemaker device"
'3785','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.2',"Insertion; revision; replacement; or removal of pacemaker device"
'3786','7',"Operations on the cardiovascular system",'7.6',"Insertion; revision; replacement; removal of cardiac pacemaker or cardioverter/defibrillator [48.] ",'7.6.2',"Insertion; revision; replacement; or removal of pacemaker device"
