'ICD-9-CM CODE','CCS LVL 1','CCS LVL 1 LABEL','CCS LVL 2','CCS LVL 2 LABEL','CCS LVL 3','CCS LVL 3 LABEL','CCS LVL 4','CCS LVL 4 LABEL'
'2830 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.5',"Acquired hemolytic anemia"
'2831 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.5',"Acquired hemolytic anemia"
'28310','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.5',"Acquired hemolytic anemia"
'28311','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.5',"Acquired hemolytic anemia"
'28319','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.5',"Acquired hemolytic anemia"
'2832 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.5',"Acquired hemolytic anemia"
'2839 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.5',"Acquired hemolytic anemia"
'2820 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2821 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2822 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2823 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2824 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28240','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28243','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28244','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28245','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28246','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28247','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28249','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2827 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2828 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2829 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2842 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2850 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28521','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28522','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'28529','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2858 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.6',"Other specified anemia"
'2859 ','4',"Diseases of the blood and blood-forming organs",'4.1',"Anemia",'4.1.3',"Deficiency and other anemia [59.]",'4.1.3.7',"Anemia; unspecified"
'2860 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2861 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2862 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2863 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2864 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2865 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'28652','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'28653','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'28659','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2866 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2867 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2869 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'28981','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'28982','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.1',"Coagulation defects",' '," "
'2873 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'28730','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'28731','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'28732','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'28733','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'28739','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'2874 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'28749','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'2875 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'28984','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.2',"Thrombocytopenia",' '," "
'2870 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.3',"Other coagulation and hemorrhagic disorders",' '," "
'2871 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.3',"Other coagulation and hemorrhagic disorders",' '," "
'2872 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.3',"Other coagulation and hemorrhagic disorders",' '," "
'2878 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.3',"Other coagulation and hemorrhagic disorders",' '," "
'2879 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.3',"Other coagulation and hemorrhagic disorders",' '," "
'7827 ','4',"Diseases of the blood and blood-forming organs",'4.2',"Coagulation and hemorrhagic disorders [62.]",'4.2.3',"Other coagulation and hemorrhagic disorders",' '," "
'2880 ','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28800','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28801','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28802','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28803','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28804','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28809','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'2881 ','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'2882 ','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'2883 ','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'2884 ','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28850','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28851','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28859','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28860','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28861','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28862','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28863','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28864','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28865','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28866','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28869','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'2888 ','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'2889 ','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'28953','4',"Diseases of the blood and blood-forming organs",'4.3',"Diseases of white blood cells [63.]",' '," ",' '," "
'2890 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'2894 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'28950','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'28951','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'28952','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'28959','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'2896 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'2897 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'2898 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'28983','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'28989','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'2899 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'7900 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'79001','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'79009','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'V123 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'V582 ','4',"Diseases of the blood and blood-forming organs",'4.4',"Other hematologic conditions [64.]",' '," ",' '," "
'3090 ','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'3091 ','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30922','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30923','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30924','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30928','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30929','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'3093 ','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'3094 ','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30982','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30983','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'30989','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'3099 ','5',"Mental Illness",'5.1',"Adjustment disorders [650]",' '," ",' '," "
'29384','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30000','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30001','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30002','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30009','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30010','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30020','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30021','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30022','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30023','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30029','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3003 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3005 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30089','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3009 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3080 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3081 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3082 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3083 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3084 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3089 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'30981','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3130 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3131 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'31321','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'31322','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'3133 ','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'31382','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'31383','5',"Mental Illness",'5.2',"Anxiety disorders [651]",' '," ",' '," "
'31200','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31201','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31202','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31203','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31210','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31211','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31212','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31213','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31220','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31221','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31222','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31223','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'3124 ','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'3128 ','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31281','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31282','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31289','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'3129 ','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.1',"Conduct disorder [6521]",' '," "
'31381','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.2',"Oppositional defiant disorder [6522]",' '," "
'31400','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.3',"Attention deficit disorder and Attention deficit hyperactivity disorder [6523]",' '," "
'31401','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.3',"Attention deficit disorder and Attention deficit hyperactivity disorder [6523]",' '," "
'3141 ','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.3',"Attention deficit disorder and Attention deficit hyperactivity disorder [6523]",' '," "
'3142 ','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.3',"Attention deficit disorder and Attention deficit hyperactivity disorder [6523]",' '," "
'3148 ','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.3',"Attention deficit disorder and Attention deficit hyperactivity disorder [6523]",' '," "
'3149 ','5',"Mental Illness",'5.3',"Attention deficit conduct and disruptive behavior disorders [652]",'5.3.3',"Attention deficit disorder and Attention deficit hyperactivity disorder [6523]",' '," "
'2900 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29010','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29011','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29012','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29013','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29020','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29021','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2903 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29040','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29041','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29042','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29043','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2908 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2909 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2930 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2931 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2940 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2941 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29410','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29411','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29420','5',"Mental illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'29421','5',"Mental illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2948 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'2949 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3100 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3102 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3108 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'31081','5',"Mental illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'31089','5',"Mental illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3109 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3310 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3311 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'33111','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'33119','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3312 ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'33182','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'797  ','5',"Mental Illness",'5.4',"Delirium dementia and amnestic and other cognitive disorders [653]",' '," ",' '," "
'3070 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.1',"Communication disorders [6541]",' '," "
'3079 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.1',"Communication disorders [6541]",' '," "
'31531','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.1',"Communication disorders [6541]",' '," "
'31534','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.1',"Communication disorders [6541]",' '," "
'31535','5',"Mental illness",'5.5',"Developmental disorders [654]",'5.5.1',"Communication disorders [6541]",' '," "
'31539','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.1',"Communication disorders [6541]",' '," "
'V401 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.1',"Communication disorders [6541]",' '," "
'31501','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.2',"Developmental disabilities [6542]",' '," "
'31502','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.2',"Developmental disabilities [6542]",' '," "
'31509','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.2',"Developmental disabilities [6542]",' '," "
'31532','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.2',"Developmental disabilities [6542]",' '," "
'3155 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.2',"Developmental disabilities [6542]",' '," "
'3158 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.2',"Developmental disabilities [6542]",' '," "
'317  ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.3',"Intellectual disabilities [6543]",' '," "
'3180 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.3',"Intellectual disabilities [6543]",' '," "
'3181 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.3',"Intellectual disabilities [6543]",' '," "
'3182 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.3',"Intellectual disabilities [6543]",' '," "
'319  ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.3',"Intellectual disabilities [6543]",' '," "
'31500','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.4',"Learning disorders [6544]",' '," "
'3151 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.4',"Learning disorders [6544]",' '," "
'3152 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.4',"Learning disorders [6544]",' '," "
'3159 ','5',"Mental Illness",'5.5',"Developmental disorders [654]",'5.5.4',"Learning disorders [6544]",' '," "
